FIPS_Code,Unemployed_2019
40123,562
40125,"1,101"
40127,199
40129,52
40131,"1,311"
40133,427
40135,626
40137,751
40139,202
40141,104
40143,"9,695"
40145,"1,132"
40147,720
40149,163
40151,88
40153,245
41000,"77,897"
41001,323
41003,"1,415"
41005,"7,348"
41007,718
41009,"1,080"
41011,"1,256"
41013,504
41015,455
41017,"3,725"
41019,"2,242"
41021,34
41023,215
41025,186
41027,451
41029,"4,442"
41031,507
41033,"1,751"
41035,"1,780"
41037,192
41039,"7,227"
41041,892
41043,"2,513"
41045,499
41047,"6,288"
41049,233
41051,"14,703"
41053,"1,605"
41055,32
41057,455
41059,"1,742"
41061,570
41063,196
41065,543
41067,"9,909"
41069,30
41071,"1,835"
42000,"290,078"
42001,"1,860"
42003,"27,351"
42005,"1,666"
42007,"3,887"
42009,"1,133"
42011,"9,595"
42013,"2,744"
42015,"1,282"
42017,"13,513"
42019,"3,983"
42021,"3,150"
42023,127
42025,"1,773"
42027,"2,737"
42029,"9,358"
42031,854
42033,"1,911"
42035,"1,014"
42037,"1,628"
42039,"1,866"
42041,"4,576"
42043,"5,969"
42045,"12,412"
42047,776
42049,"6,007"
42051,"3,468"
42053,127
42055,"3,050"
42057,354
42059,871
42061,"1,202"
42063,"2,014"
42065,994
42067,570
42069,"5,261"
42071,"10,056"
42073,"2,129"
42075,"2,888"
42077,"8,941"
42079,"9,170"
42081,"2,806"
42083,935
42085,"2,446"
42087,"1,003"
42089,"4,580"
42091,"16,381"
42093,335
42095,"7,383"
42097,"2,469"
42099,929
42101,"40,911"
42103,"1,440"
42105,433
42107,"3,682"
42109,"1,117"
42111,"1,822"
42113,142
42115,904
42117,"1,030"
42119,816
42121,"1,106"
42123,876
42125,"4,920"
42127,"1,088"
42129,"8,298"
42131,674
42133,"9,288"
44000,"20,171"
44001,794
44003,"2,972"
44005,"1,395"
44007,"12,818"
44009,"2,192"
45000,"65,112"
45001,323
45003,"2,089"
45005,136
45007,"2,365"
45009,262
45011,334
45013,"1,995"
45015,"2,584"
45017,225
45019,"4,701"
45021,739
45023,532
45025,615
45027,471
45029,512
45031,993
45033,511
45035,"1,874"
45037,290
45039,408
45041,"1,886"
45043,932
45045,"6,008"
45047,930
45049,216
45051,"5,196"
45053,316
45055,832
45057,"1,349"
45059,860
45061,251
45063,"3,379"
45065,100
45067,539
45069,420
45071,489
45073,935
45075,"1,574"
45077,"1,563"
45079,"5,291"
45081,225
45083,"3,793"
45085,"1,408"
45087,386
45089,526
45091,"3,753"
46000,"13,861"
46003,38
46005,271
46007,53
46009,80
46011,563
46013,577
46015,70
46017,40
46019,156
46021,25
46023,127
46025,70
46027,224
46029,444
46031,71
46033,165
46035,293
46037,114
46039,96
46041,167
46043,41
46045,56
46047,115
46049,31
46051,135
46053,64
46055,29
46057,99
46059,44
46061,76
46063,19
46065,241
46067,100
46069,21
46071,65
46073,28
46075,15
46077,74
46079,215
46081,388
46083,827
46085,73
46087,81
46089,39
46091,81
46093,459
46095,39
46097,33
46099,"2,942"
46101,132
46102,313
46103,"1,766"
46105,40
46107,29
46109,188
46111,31
46115,98
46117,51
46119,21
46121,186
46123,80
46125,130
46127,265
46129,104
46135,309
46137,47
47000,"112,363"
47001,"1,227"
47003,785
47005,306
47007,235
47009,"2,029"
47011,"1,798"
47013,679
47015,203
47017,577
47019,971
47021,574
47023,293
47025,548
47027,165
47029,681
47031,852
47033,241
47035,"1,057"
47037,"10,184"
47039,243
47041,339
47043,814
47045,794
47047,705
47049,315
47051,676
47053,931
47055,572
47057,385
47059,"1,377"
47061,207
47063,"1,081"
47065,"5,960"
47067,124
47069,470
47071,441
47073,979
47075,371
47077,533
47079,586
47081,349
47083,149
47085,342
47087,214
47089,909
47091,267
47093,"7,084"
47095,94
47097,524
47099,785
47101,209
47103,601
47105,802
47107,889
47109,446
47111,352
47113,"1,741"
47115,535
47117,555
47119,"1,586"
47121,235
47123,734
47125,"3,254"
47127,105
47129,319
47131,606
47133,375
47135,155
47137,109
47139,297
47141,"1,226"
47143,755
47145,945
47147,"1,102"
47149,"4,794"
47151,365
47153,261
47155,"1,793"
47157,"17,839"
47159,285
47161,246
47163,"2,599"
47165,"2,778"
47167,"1,090"
47169,167
47171,354
47173,311
47175,93
47177,688
47179,"2,078"
47181,290
47183,644
47185,451
47187,"3,187"
47189,"2,098"
48000,"495,601"
48001,687
48003,226
48005,"1,430"
48007,397
48009,113
48011,25
48013,781
48015,481
48017,92
48019,331
48021,"1,304"
48023,40
48025,432
48027,"5,528"
48029,"29,697"
48031,159
48033,10
48035,284
48037,"1,755"
48039,"7,575"
48041,"3,204"
48043,122
48045,21
48047,133
48049,581
48051,258
48053,643
48055,659
48057,389
48059,187
48061,"9,181"
48063,209
48065,77
48067,534
48069,94
48071,898
48073,791
48075,80
48077,150
48079,39
48081,47
48083,116
48085,"17,616"
48087,35
48089,303
48091,"2,254"
48093,180
48095,40
48097,558
48099,952
48101,23
48103,63
48105,48
48107,97
48109,43
48111,78
48113,"47,077"
48115,180
48117,230
48119,83
48121,"14,889"
48123,256
48125,29
48127,189
48129,49
48131,220
48133,277
48135,"2,352"
48137,24
48139,"2,913"
48141,"13,827"
48143,657
48145,212
48147,476
48149,325
48151,48
48153,112
48155,17
48157,"13,851"
48159,169
48161,306
48163,273
48165,240
48167,"6,707"
48169,55
48171,330
48173,18
48175,110
48177,258
48179,287
48181,"1,973"
48183,"2,171"
48185,448
48187,"2,419"
48189,542
48191,44
48193,110
48195,65
48197,52
48199,"1,164"
48201,"88,687"
48203,"1,175"
48205,46
48207,73
48209,"3,354"
48211,53
48213,"1,283"
48215,"22,047"
48217,545
48219,332
48221,945
48223,537
48225,321
48227,433
48229,81
48231,"1,561"
48233,384
48235,18
48237,109
48239,225
48241,784
48243,31
48245,"6,186"
48247,90
48249,792
48251,"2,672"
48253,245
48255,179
48257,"2,173"
48259,615
48261,8
48263,11
48265,655
48267,56
48269,5
48271,49
48273,580
48275,46
48277,808
48279,200
48281,303
48283,106
48285,255
48287,268
48289,275
48291,"1,675"
48293,331
48295,43
48297,171
48299,299
48301,4
48303,"4,482"
48305,83
48307,180
48309,"3,961"
48311,13
48313,191
48315,178
48317,74
48319,56
48321,946
48323,"1,792"
48325,691
48327,30
48329,"2,230"
48331,484
48333,61
48335,86
48337,267
48339,"9,791"
48341,249
48343,255
48345,16
48347,"1,046"
48349,783
48351,324
48353,207
48355,"6,857"
48357,115
48359,26
48361,"1,875"
48363,427
48365,409
48367,"1,995"
48369,107
48371,209
48373,865
48375,"1,488"
48377,200
48379,184
48381,"1,750"
48383,49
48385,42
48387,234
48389,197
48391,117
48393,12
48395,270
48397,"1,637"
48399,128
48401,819
48403,246
48405,160
48407,537
48409,"1,629"
48411,74
48413,37
48415,215
48417,42
48419,438
48421,32
48423,"3,607"
48425,156
48427,"2,484"
48429,123
48431,18
48433,17
48435,53
48437,95
48439,"35,832"
48441,"1,910"
48443,13
48445,182
48447,24
48449,534
48451,"1,649"
48453,"19,283"
48455,252
48457,410
48459,665
48461,49
48463,433
48465,762
48467,851
48469,"1,469"
48471,946
48473,905
48475,174
48477,515
48479,"4,387"
48481,734
48483,67
48485,"1,785"
48487,176
48489,539
48491,"8,972"
48493,708
48495,116
48497,"1,039"
48499,688
48501,108
48503,236
48505,258
48507,282
49000,"40,864"
49001,85
49003,669
49005,"1,360"
49007,307
49009,15
49011,"4,102"
49013,295
49015,168
49017,169
49019,236
49021,700
49023,142
49025,109
49027,159
49029,131
49031,22
49033,35
49035,"15,476"
49037,281
49039,387
49041,292
49043,594
49045,962
49047,563
49049,"7,203"
49051,430
49053,"2,223"
49055,76
49057,"3,678"
50000,"7,982"
50001,466
50003,519
50005,416
50007,"1,692"
50009,84
50011,626
50013,115
50015,424
50017,369
50019,549
50021,818
50023,764
50025,546
50027,592
51000,"118,716"
51001,570
51003,"1,381"
51005,227
51007,192
51009,463
51011,242
51013,"2,854"
51015,886
51017,58
51019,"1,067"
51021,76
51023,430
51025,273
51027,364
51029,261
51031,781
51033,472
51035,457
51036,122
51037,179
51041,"5,014"
51043,182
51045,71
51047,625
51049,136
51051,224
51053,432
51057,189
51059,"14,080"
51061,884
51063,204
51065,316
51067,749
51069,"1,137"
51071,248
51073,486
51075,304
51077,224
51079,239
51081,140
51083,589
51085,"1,388"
51087,"4,949"
51089,766
51091,32
51093,530
51095,944
51097,104
51099,347
51101,244
51103,226
51105,324
51107,"5,056"
51109,520
51111,163
51113,159
51115,116
51117,489
51119,130
51121,"1,366"
51125,201
51127,293
51131,234
51133,236
51135,194
51137,502
51139,449
51141,246
51143,972
51145,350
51147,378
51149,490
51153,"6,073"
51155,530
51157,91
51159,117
51161,"1,213"
51163,283
51165,972
51167,453
51169,274
51171,545
51173,492
51175,234
51177,"1,915"
51179,"1,961"
51181,122
51183,166
51185,658
51187,560
51191,850
51193,325
51195,595
51197,473
51199,851
51510,"2,075"
51520,264
51530,90
51540,598
51550,"3,444"
51570,269
51580,95
51590,923
51595,111
51600,274
51610,172
51620,138
51630,460
51640,91
51650,"2,361"
51660,771
51670,402
51678,95
51680,"1,310"
51683,532
51685,228
51690,216
51700,"2,982"
51710,"3,723"
51720,59
51730,701
51735,150
51740,"1,672"
51750,299
51760,"3,771"
51770,"1,442"
51775,346
51790,319
51800,"1,324"
51810,"6,091"
51820,298
51830,252
51840,399
53000,"162,157"
53001,555
53003,423
53005,"5,366"
53007,"2,178"
53009,"1,887"
53011,"11,411"
53013,98
53015,"2,846"
53017,"1,228"
53019,279
53021,"2,739"
53023,50
53025,"3,199"
53027,"2,034"
53029,"1,806"
53031,724
53033,"33,295"
53035,"5,820"
53037,"1,260"
53039,600
53041,"2,132"
53043,251
53045,"1,583"
53047,"1,364"
53049,594
53051,396
53053,"22,603"
53055,326
53057,"3,396"
53059,301
53061,"12,422"
53063,"13,312"
53065,"1,320"
53067,"6,864"
53069,90
53071,"1,467"
53073,"5,720"
53075,"1,045"
53077,"9,178"
54000,"39,300"
54001,429
54003,"2,110"
54005,404
54007,389
54009,521
54011,"1,732"
54013,333
54015,270
54017,179
54019,925
54021,161
54023,329
54025,744
54027,415
54029,678
54031,300
54033,"1,545"
54035,676
54037,955
54039,"3,809"
54041,424
54043,459
54045,664
54047,409
54049,"1,311"
54051,905
54053,615
54055,"1,199"
54057,723
54059,469
54061,"1,998"
54063,263
54065,321
54067,602
54069,961
54071,144
54073,200
54075,221
54077,715
54079,"1,177"
54081,"1,434"
54083,739
54085,252
54087,493
54089,240
54091,386
54093,174
54095,245
54097,576
54099,856
54101,209
54103,482
54105,182
54107,"1,884"
54109,467
55000,"101,300"
55001,403
55003,368
55005,944
55007,411
55009,"4,308"
55011,262
55013,368
55015,757
55017,"1,236"
55019,569
55021,953
55023,312
55025,"7,717"
55027,"1,397"
55029,562
55031,941
55033,834
55035,"1,752"
55037,102
55039,"1,648"
55041,202
55043,876
55045,590
55047,359
55049,384
55051,149
55053,388
55055,"1,396"
55057,434
55059,"3,462"
55061,346
55063,"1,873"
55065,261
55067,376
55069,544
55071,"1,358"
55073,"2,079"
55075,867
55077,295
55078,128
55079,"18,211"
55081,686
55083,724
55085,751
55087,"3,000"
55089,"1,370"
55091,149
55093,835
55095,965
55097,"1,225"
55099,278
55101,"3,925"
55103,283
55105,"3,108"
55107,320
55109,"1,651"
55111,"1,015"
55113,367
55115,663
55117,"1,665"
55119,391
55121,560
55123,491
55125,420
55127,"1,854"
55129,311
55131,"2,161"
55133,"6,428"
55135,825
55137,454
55139,"2,693"
55141,"1,309"
56000,"11,007"
56001,651
56003,231
56005,891
56007,272
56009,250
56011,124
56013,859
56015,246
56017,78
56019,157
56021,"1,759"
56023,312
56025,"1,620"
56027,35
56029,646
56031,164
56033,571
56035,193
56037,856
56039,449
56041,368
56043,162
56045,115
72000,"90,489"
72001,637
72003,"1,203"
72005,"1,490"
72007,600
72009,676
72011,748
72013,"2,289"
72015,630
72017,671
72019,641
72021,"4,065"
72023,"1,179"
72025,"3,232"
72027,813
72029,"1,058"
72031,"3,590"
72033,560
72035,"1,130"
72037,384
72039,407
72041,"1,055"
72043,"1,223"
72045,437
72047,815
72049,28
72051,753
72053,"1,169"
72054,360
72055,590
72057,"1,343"
72059,701
72061,"1,536"
72063,"1,039"
72065,"1,667"
72067,464
72069,"1,731"
72071,"1,122"
72073,598
72075,"1,504"
72077,"1,029"
72079,663
72081,"1,026"
72083,307
72085,"1,013"
72087,639
72089,589
72091,914
72093,262
72095,442
72097,"2,306"
72099,"1,097"
72101,727
72103,728
72105,597
72107,506
72109,677
72111,832
72113,"4,396"
72115,709
72117,654
72119,"1,234"
72121,798
72123,"1,033"
72125,"1,094"
72127,"7,387"
72129,"1,025"
72131,"1,407"
72133,970
72135,"1,538"
72137,"1,677"
72139,"1,310"
72141,751
72143,792
72145,"1,262"
72147,183
72149,"1,185"
72151,"1,155"
72153,"1,442"
